date,event_id,event_type,city,language,venue_capacity,base_ticket_price,discount_pct,final_ticket_price,tickets_sold,occupancy_rate,revenue
2023-11-28,E022,Sports,Pune,English,1044,400,10,360.0,46,0.04,16560.0
2023-11-28,E025,Theatre,Bangalore,Hindi,674,400,10,360.0,24,0.04,8640.0
2023-11-29,E008,Movie,Pune,Telugu,694,400,0,400.0,51,0.07,20400.0
2023-11-29,E013,Movie,Chennai,Telugu,959,300,15,255.0,26,0.03,6630.0
2023-11-29,E019,Concert,Delhi,Tamil,1146,500,5,475.0,105,0.09,49875.0
2023-11-29,E020,Stand-up,Chennai,Tamil,403,200,0,200.0,22,0.05,4400.0
2023-11-29,E022,Sports,Pune,English,1044,250,15,212.5,54,0.05,11475.0
2023-11-29,E025,Theatre,Bangalore,Hindi,674,400,10,360.0,47,0.07,16920.0
2023-11-30,E002,Theatre,Pune,Hindi,545,150,10,135.0,59,0.11,7965.0
2023-11-30,E006,Theatre,Chennai,Hindi,352,500,5,475.0,106,0.3,50350.0
2023-11-30,E007,Movie,Bangalore,Hindi,490,150,20,120.0,117,0.24,14040.0
2023-11-30,E008,Movie,Pune,Telugu,694,400,25,300.0,74,0.11,22200.0
2023-11-30,E014,Movie,Chennai,Telugu,1131,350,25,262.5,94,0.08,24675.0
2023-11-30,E021,Stand-up,Mumbai,Telugu,549,350,0,350.0,31,0.06,10850.0
2023-11-30,E025,Theatre,Bangalore,Hindi,674,350,15,297.5,38,0.06,11305.0
2023-12-01,E001,Theatre,Pune,Tamil,411,400,25,300.0,61,0.15,18300.0
2023-12-01,E004,Theatre,Mumbai,Telugu,712,300,15,255.0,35,0.05,8925.0
2023-12-01,E013,Movie,Chennai,Telugu,959,400,5,380.0,120,0.13,45600.0
2023-12-01,E017,Sports,Pune,Tamil,486,500,0,500.0,212,0.44,106000.0
2023-12-01,E022,Sports,Pune,English,1044,350,25,262.5,112,0.11,29400.0
2023-12-02,E001,Theatre,Pune,Tamil,411,200,5,190.0,137,0.33,26030.0
2023-12-02,E002,Theatre,Pune,Hindi,545,300,0,300.0,117,0.21,35100.0
2023-12-02,E003,Stand-up,Delhi,Hindi,367,300,10,270.0,151,0.41,40770.0
2023-12-02,E003,Stand-up,Delhi,Hindi,367,350,10,315.0,135,0.37,42525.0
2023-12-02,E007,Movie,Bangalore,Hindi,490,400,0,400.0,28,0.06,11200.0
2023-12-02,E015,Concert,Bangalore,Tamil,419,150,10,135.0,143,0.34,19305.0
2023-12-02,E021,Stand-up,Mumbai,Telugu,549,250,10,225.0,158,0.29,35550.0
2023-12-02,E022,Sports,Pune,English,1044,200,20,160.0,189,0.18,30240.0
2023-12-02,E024,Theatre,Bangalore,Tamil,1016,300,0,300.0,42,0.04,12600.0
2023-12-02,E025,Theatre,Bangalore,Hindi,674,200,5,190.0,43,0.06,8170.0
2023-12-03,E002,Theatre,Pune,Hindi,545,150,10,135.0,93,0.17,12555.0
2023-12-03,E007,Movie,Bangalore,Hindi,490,400,25,300.0,50,0.1,15000.0
2023-12-03,E011,Movie,Chennai,Telugu,804,250,0,250.0,67,0.08,16750.0
2023-12-03,E012,Theatre,Delhi,English,1003,300,15,255.0,165,0.16,42075.0
2023-12-03,E021,Stand-up,Mumbai,Telugu,549,350,0,350.0,158,0.29,55300.0
2023-12-03,E023,Sports,Hyderabad,Telugu,509,300,20,240.0,165,0.32,39600.0
2023-12-04,E005,Sports,Delhi,Tamil,644,400,10,360.0,131,0.2,47160.0
2023-12-04,E010,Sports,Mumbai,English,904,250,0,250.0,33,0.04,8250.0
2023-12-04,E011,Movie,Chennai,Telugu,804,500,20,400.0,66,0.08,26400.0
2023-12-04,E012,Theatre,Delhi,English,1003,200,25,150.0,32,0.03,4800.0
2023-12-04,E017,Sports,Pune,Tamil,486,250,25,187.5,79,0.16,14812.5
2023-12-04,E024,Theatre,Bangalore,Tamil,1016,350,25,262.5,66,0.06,17325.0
2023-12-05,E002,Theatre,Pune,Hindi,545,400,15,340.0,119,0.22,40460.0
2023-12-05,E002,Theatre,Pune,Hindi,545,350,20,280.0,65,0.12,18200.0
2023-12-05,E011,Movie,Chennai,Telugu,804,150,25,112.5,74,0.09,8325.0
2023-12-05,E017,Sports,Pune,Tamil,486,300,20,240.0,128,0.26,30720.0
2023-12-05,E019,Concert,Delhi,Tamil,1146,500,5,475.0,150,0.13,71250.0
2023-12-05,E025,Theatre,Bangalore,Hindi,674,300,15,255.0,92,0.14,23460.0
2023-12-06,E002,Theatre,Pune,Hindi,545,500,20,400.0,82,0.15,32800.0
2023-12-06,E004,Theatre,Mumbai,Telugu,712,200,15,170.0,115,0.16,19550.0
2023-12-06,E009,Concert,Bangalore,Tamil,272,350,25,262.5,106,0.39,27825.0
2023-12-06,E018,Concert,Chennai,English,1189,150,0,150.0,85,0.07,12750.0
2023-12-06,E018,Concert,Chennai,English,1189,200,15,170.0,89,0.07,15130.0
2023-12-07,E010,Sports,Mumbai,English,904,500,10,450.0,113,0.12,50850.0
2023-12-07,E011,Movie,Chennai,Telugu,804,300,5,285.0,64,0.08,18240.0
2023-12-07,E019,Concert,Delhi,Tamil,1146,250,10,225.0,87,0.08,19575.0
2023-12-07,E020,Stand-up,Chennai,Tamil,403,350,15,297.5,119,0.3,35402.5
2023-12-07,E021,Stand-up,Mumbai,Telugu,549,200,10,180.0,71,0.13,12780.0
2023-12-08,E007,Movie,Bangalore,Hindi,490,150,15,127.5,145,0.3,18487.5
2023-12-08,E020,Stand-up,Chennai,Tamil,403,250,5,237.5,42,0.1,9975.0
2023-12-09,E001,Theatre,Pune,Tamil,411,200,20,160.0,163,0.4,26080.0
2023-12-09,E013,Movie,Chennai,Telugu,959,350,0,350.0,107,0.11,37450.0
2023-12-09,E014,Movie,Chennai,Telugu,1131,150,20,120.0,162,0.14,19440.0
2023-12-09,E019,Concert,Delhi,Tamil,1146,300,5,285.0,114,0.1,32490.0
2023-12-09,E021,Stand-up,Mumbai,Telugu,549,250,5,237.5,58,0.11,13775.0
2023-12-10,E001,Theatre,Pune,Tamil,411,150,10,135.0,112,0.27,15120.0
2023-12-10,E003,Stand-up,Delhi,Hindi,367,150,0,150.0,113,0.31,16950.0
2023-12-10,E003,Stand-up,Delhi,Hindi,367,150,10,135.0,53,0.14,7155.0
2023-12-10,E007,Movie,Bangalore,Hindi,490,300,0,300.0,86,0.18,25800.0
2023-12-10,E012,Theatre,Delhi,English,1003,150,5,142.5,112,0.11,15960.0
2023-12-10,E022,Sports,Pune,English,1044,200,10,180.0,189,0.18,34020.0
2023-12-10,E024,Theatre,Bangalore,Tamil,1016,300,5,285.0,142,0.14,40470.0
2023-12-10,E024,Theatre,Bangalore,Tamil,1016,350,5,332.5,138,0.14,45885.0
2023-12-11,E001,Theatre,Pune,Tamil,411,400,15,340.0,104,0.25,35360.0
2023-12-11,E005,Sports,Delhi,Tamil,644,350,5,332.5,136,0.21,45220.0
2023-12-11,E016,Concert,Bangalore,Tamil,716,200,15,170.0,79,0.11,13430.0
2023-12-11,E018,Concert,Chennai,English,1189,350,20,280.0,94,0.08,26320.0
2023-12-11,E019,Concert,Delhi,Tamil,1146,150,15,127.5,120,0.1,15300.0
2023-12-11,E019,Concert,Delhi,Tamil,1146,200,25,150.0,46,0.04,6900.0
2023-12-12,E002,Theatre,Pune,Hindi,545,300,10,270.0,69,0.13,18630.0
2023-12-12,E005,Sports,Delhi,Tamil,644,200,0,200.0,109,0.17,21800.0
2023-12-12,E008,Movie,Pune,Telugu,694,150,20,120.0,43,0.06,5160.0
2023-12-12,E014,Movie,Chennai,Telugu,1131,350,25,262.5,22,0.02,5775.0
2023-12-12,E017,Sports,Pune,Tamil,486,400,15,340.0,127,0.26,43180.0
2023-12-12,E023,Sports,Hyderabad,Telugu,509,200,20,160.0,124,0.24,19840.0
2023-12-13,E009,Concert,Bangalore,Tamil,272,300,0,300.0,118,0.43,35400.0
2023-12-13,E015,Concert,Bangalore,Tamil,419,400,10,360.0,97,0.23,34920.0
2023-12-14,E001,Theatre,Pune,Tamil,411,400,20,320.0,57,0.14,18240.0
2023-12-14,E007,Movie,Bangalore,Hindi,490,200,10,180.0,99,0.2,17820.0
2023-12-14,E009,Concert,Bangalore,Tamil,272,400,5,380.0,70,0.26,26600.0
2023-12-14,E013,Movie,Chennai,Telugu,959,200,20,160.0,20,0.02,3200.0
2023-12-14,E013,Movie,Chennai,Telugu,959,150,25,112.5,24,0.03,2700.0
2023-12-14,E017,Sports,Pune,Tamil,486,300,10,270.0,78,0.16,21060.0
2023-12-14,E017,Sports,Pune,Tamil,486,400,10,360.0,78,0.16,28080.0
2023-12-14,E021,Stand-up,Mumbai,Telugu,549,350,5,332.5,78,0.14,25935.0
2023-12-15,E002,Theatre,Pune,Hindi,545,500,5,475.0,162,0.3,76950.0
2023-12-15,E006,Theatre,Chennai,Hindi,352,300,25,225.0,151,0.43,33975.0
2023-12-15,E019,Concert,Delhi,Tamil,1146,300,10,270.0,172,0.15,46440.0
2023-12-17,E004,Theatre,Mumbai,Telugu,712,400,20,320.0,128,0.18,40960.0
2023-12-17,E004,Theatre,Mumbai,Telugu,712,500,10,450.0,124,0.17,55800.0
2023-12-17,E014,Movie,Chennai,Telugu,1131,300,20,240.0,156,0.14,37440.0
2023-12-17,E020,Stand-up,Chennai,Tamil,403,250,15,212.5,131,0.33,27837.5
2023-12-17,E023,Sports,Hyderabad,Telugu,509,300,10,270.0,136,0.27,36720.0
2023-12-18,E009,Concert,Bangalore,Tamil,272,400,5,380.0,93,0.34,35340.0
2023-12-18,E019,Concert,Delhi,Tamil,1146,150,15,127.5,63,0.05,8032.5
2023-12-18,E021,Stand-up,Mumbai,Telugu,549,350,10,315.0,87,0.16,27405.0
2023-12-18,E022,Sports,Pune,English,1044,500,5,475.0,44,0.04,20900.0
2023-12-18,E024,Theatre,Bangalore,Tamil,1016,300,10,270.0,20,0.02,5400.0
2023-12-18,E025,Theatre,Bangalore,Hindi,674,300,0,300.0,57,0.08,17100.0
2023-12-19,E007,Movie,Bangalore,Hindi,490,400,25,300.0,98,0.2,29400.0
2023-12-19,E008,Movie,Pune,Telugu,694,350,15,297.5,69,0.1,20527.5
2023-12-19,E019,Concert,Delhi,Tamil,1146,200,10,180.0,132,0.12,23760.0
2023-12-19,E021,Stand-up,Mumbai,Telugu,549,250,15,212.5,52,0.09,11050.0
2023-12-19,E023,Sports,Hyderabad,Telugu,509,200,15,170.0,29,0.06,4930.0
2023-12-19,E023,Sports,Hyderabad,Telugu,509,500,25,375.0,48,0.09,18000.0
2023-12-20,E001,Theatre,Pune,Tamil,411,150,5,142.5,106,0.26,15105.0
2023-12-20,E005,Sports,Delhi,Tamil,644,150,25,112.5,130,0.2,14625.0
2023-12-20,E007,Movie,Bangalore,Hindi,490,150,0,150.0,22,0.04,3300.0
2023-12-20,E010,Sports,Mumbai,English,904,200,15,170.0,63,0.07,10710.0
2023-12-20,E021,Stand-up,Mumbai,Telugu,549,400,15,340.0,43,0.08,14620.0
2023-12-21,E001,Theatre,Pune,Tamil,411,250,25,187.5,20,0.05,3750.0
2023-12-21,E003,Stand-up,Delhi,Hindi,367,300,20,240.0,83,0.23,19920.0
2023-12-21,E005,Sports,Delhi,Tamil,644,300,25,225.0,70,0.11,15750.0
2023-12-21,E008,Movie,Pune,Telugu,694,150,20,120.0,99,0.14,11880.0
2023-12-21,E012,Theatre,Delhi,English,1003,150,0,150.0,50,0.05,7500.0
2023-12-21,E018,Concert,Chennai,English,1189,150,10,135.0,107,0.09,14445.0
2023-12-21,E021,Stand-up,Mumbai,Telugu,549,300,0,300.0,31,0.06,9300.0
2023-12-21,E023,Sports,Hyderabad,Telugu,509,300,15,255.0,109,0.21,27795.0
2023-12-22,E009,Concert,Bangalore,Tamil,272,350,20,280.0,78,0.29,21840.0
2023-12-22,E020,Stand-up,Chennai,Tamil,403,250,20,200.0,49,0.12,9800.0
2023-12-23,E001,Theatre,Pune,Tamil,411,300,25,225.0,72,0.18,16200.0
2023-12-23,E010,Sports,Mumbai,English,904,150,5,142.5,116,0.13,16530.0
2023-12-24,E003,Stand-up,Delhi,Hindi,367,300,0,300.0,57,0.16,17100.0
2023-12-24,E004,Theatre,Mumbai,Telugu,712,300,15,255.0,32,0.04,8160.0
2023-12-24,E006,Theatre,Chennai,Hindi,352,350,0,350.0,35,0.1,12250.0
2023-12-24,E009,Concert,Bangalore,Tamil,272,200,20,160.0,194,0.71,31040.0
2023-12-24,E009,Concert,Bangalore,Tamil,272,300,20,240.0,45,0.17,10800.0
2023-12-24,E011,Movie,Chennai,Telugu,804,400,15,340.0,88,0.11,29920.0
2023-12-24,E012,Theatre,Delhi,English,1003,150,10,135.0,142,0.14,19170.0
2023-12-24,E018,Concert,Chennai,English,1189,150,5,142.5,182,0.15,25935.0
2023-12-24,E025,Theatre,Bangalore,Hindi,674,250,10,225.0,54,0.08,12150.0
2023-12-25,E009,Concert,Bangalore,Tamil,272,500,5,475.0,76,0.28,36100.0
2023-12-25,E011,Movie,Chennai,Telugu,804,150,20,120.0,69,0.09,8280.0
2023-12-26,E010,Sports,Mumbai,English,904,250,20,200.0,52,0.06,10400.0
2023-12-26,E010,Sports,Mumbai,English,904,300,10,270.0,79,0.09,21330.0
2023-12-26,E018,Concert,Chennai,English,1189,500,15,425.0,117,0.1,49725.0
2023-12-26,E025,Theatre,Bangalore,Hindi,674,250,25,187.5,119,0.18,22312.5
2023-12-27,E001,Theatre,Pune,Tamil,411,200,15,170.0,44,0.11,7480.0
2023-12-27,E011,Movie,Chennai,Telugu,804,400,0,400.0,99,0.12,39600.0
2023-12-27,E011,Movie,Chennai,Telugu,804,250,20,200.0,70,0.09,14000.0
2023-12-27,E018,Concert,Chennai,English,1189,300,20,240.0,110,0.09,26400.0
2023-12-27,E020,Stand-up,Chennai,Tamil,403,150,15,127.5,111,0.28,14152.5
2023-12-27,E021,Stand-up,Mumbai,Telugu,549,350,25,262.5,27,0.05,7087.5
2023-12-27,E023,Sports,Hyderabad,Telugu,509,150,20,120.0,74,0.15,8880.0
2023-12-28,E005,Sports,Delhi,Tamil,644,350,0,350.0,71,0.11,24850.0
2023-12-28,E005,Sports,Delhi,Tamil,644,300,15,255.0,106,0.16,27030.0
2023-12-28,E008,Movie,Pune,Telugu,694,250,20,200.0,94,0.14,18800.0
2023-12-28,E010,Sports,Mumbai,English,904,500,25,375.0,98,0.11,36750.0
2023-12-28,E011,Movie,Chennai,Telugu,804,250,15,212.5,50,0.06,10625.0
2023-12-28,E014,Movie,Chennai,Telugu,1131,400,10,360.0,114,0.1,41040.0
2023-12-28,E014,Movie,Chennai,Telugu,1131,250,15,212.5,95,0.08,20187.5
2023-12-28,E016,Concert,Bangalore,Tamil,716,500,10,450.0,48,0.07,21600.0
2023-12-28,E016,Concert,Bangalore,Tamil,716,150,25,112.5,100,0.14,11250.0
2023-12-29,E002,Theatre,Pune,Hindi,545,200,5,190.0,123,0.23,23370.0
2023-12-29,E007,Movie,Bangalore,Hindi,490,250,20,200.0,100,0.2,20000.0
2023-12-29,E007,Movie,Bangalore,Hindi,490,200,10,180.0,113,0.23,20340.0
2023-12-29,E012,Theatre,Delhi,English,1003,150,10,135.0,127,0.13,17145.0
2023-12-29,E021,Stand-up,Mumbai,Telugu,549,300,15,255.0,144,0.26,36720.0
2023-12-30,E001,Theatre,Pune,Tamil,411,150,20,120.0,135,0.33,16200.0
2023-12-30,E012,Theatre,Delhi,English,1003,150,5,142.5,98,0.1,13965.0
2023-12-30,E014,Movie,Chennai,Telugu,1131,200,20,160.0,53,0.05,8480.0
2023-12-30,E016,Concert,Bangalore,Tamil,716,350,0,350.0,61,0.09,21350.0
2023-12-30,E018,Concert,Chennai,English,1189,300,10,270.0,50,0.04,13500.0
2023-12-30,E020,Stand-up,Chennai,Tamil,403,500,25,375.0,120,0.3,45000.0
2023-12-30,E020,Stand-up,Chennai,Tamil,403,350,20,280.0,137,0.34,38360.0
2023-12-30,E022,Sports,Pune,English,1044,250,0,250.0,65,0.06,16250.0
2023-12-30,E025,Theatre,Bangalore,Hindi,674,150,15,127.5,145,0.22,18487.5
2023-12-30,E025,Theatre,Bangalore,Hindi,674,350,15,297.5,95,0.14,28262.5
2023-12-31,E001,Theatre,Pune,Tamil,411,500,20,400.0,151,0.37,60400.0
2023-12-31,E004,Theatre,Mumbai,Telugu,712,300,15,255.0,49,0.07,12495.0
2023-12-31,E010,Sports,Mumbai,English,904,250,25,187.5,143,0.16,26812.5
2024-01-01,E002,Theatre,Pune,Hindi,545,150,25,112.5,95,0.17,10687.5
2024-01-01,E014,Movie,Chennai,Telugu,1131,200,20,160.0,115,0.1,18400.0
2024-01-01,E015,Concert,Bangalore,Tamil,419,400,15,340.0,115,0.27,39100.0
2024-01-01,E018,Concert,Chennai,English,1189,200,5,190.0,37,0.03,7030.0
2024-01-01,E022,Sports,Pune,English,1044,500,20,400.0,31,0.03,12400.0
2024-01-02,E001,Theatre,Pune,Tamil,411,250,25,187.5,102,0.25,19125.0
2024-01-02,E002,Theatre,Pune,Hindi,545,300,0,300.0,76,0.14,22800.0
2024-01-02,E009,Concert,Bangalore,Tamil,272,200,10,180.0,70,0.26,12600.0
2024-01-02,E010,Sports,Mumbai,English,904,300,0,300.0,33,0.04,9900.0
2024-01-02,E018,Concert,Chennai,English,1189,500,0,500.0,79,0.07,39500.0
2024-01-02,E020,Stand-up,Chennai,Tamil,403,350,0,350.0,67,0.17,23450.0
2024-01-02,E020,Stand-up,Chennai,Tamil,403,400,15,340.0,55,0.14,18700.0
2024-01-02,E021,Stand-up,Mumbai,Telugu,549,250,25,187.5,36,0.07,6750.0
2024-01-02,E023,Sports,Hyderabad,Telugu,509,350,5,332.5,123,0.24,40897.5
2024-01-03,E002,Theatre,Pune,Hindi,545,250,15,212.5,47,0.09,9987.5
2024-01-03,E004,Theatre,Mumbai,Telugu,712,400,10,360.0,111,0.16,39960.0
2024-01-03,E004,Theatre,Mumbai,Telugu,712,250,10,225.0,105,0.15,23625.0
2024-01-03,E024,Theatre,Bangalore,Tamil,1016,500,20,400.0,81,0.08,32400.0
2024-01-04,E001,Theatre,Pune,Tamil,411,150,10,135.0,65,0.16,8775.0
2024-01-04,E006,Theatre,Chennai,Hindi,352,350,10,315.0,94,0.27,29610.0
2024-01-04,E009,Concert,Bangalore,Tamil,272,500,15,425.0,101,0.37,42925.0
2024-01-04,E010,Sports,Mumbai,English,904,300,25,225.0,139,0.15,31275.0
2024-01-04,E014,Movie,Chennai,Telugu,1131,500,10,450.0,33,0.03,14850.0
2024-01-04,E017,Sports,Pune,Tamil,486,350,5,332.5,37,0.08,12302.5
2024-01-04,E018,Concert,Chennai,English,1189,500,25,375.0,83,0.07,31125.0
2024-01-04,E022,Sports,Pune,English,1044,200,25,150.0,53,0.05,7950.0
2024-01-05,E001,Theatre,Pune,Tamil,411,200,10,180.0,64,0.16,11520.0
2024-01-05,E003,Stand-up,Delhi,Hindi,367,250,0,250.0,125,0.34,31250.0
2024-01-05,E005,Sports,Delhi,Tamil,644,300,5,285.0,116,0.18,33060.0
2024-01-05,E008,Movie,Pune,Telugu,694,150,20,120.0,84,0.12,10080.0
2024-01-05,E009,Concert,Bangalore,Tamil,272,500,10,450.0,163,0.6,73350.0
2024-01-05,E010,Sports,Mumbai,English,904,300,20,240.0,203,0.22,48720.0
2024-01-05,E010,Sports,Mumbai,English,904,400,10,360.0,109,0.12,39240.0
2024-01-05,E017,Sports,Pune,Tamil,486,500,25,375.0,80,0.16,30000.0
2024-01-06,E017,Sports,Pune,Tamil,486,200,25,150.0,163,0.34,24450.0
2024-01-06,E022,Sports,Pune,English,1044,400,20,320.0,207,0.2,66240.0
2024-01-06,E025,Theatre,Bangalore,Hindi,674,500,5,475.0,103,0.15,48925.0
2024-01-07,E003,Stand-up,Delhi,Hindi,367,350,20,280.0,151,0.41,42280.0
2024-01-07,E004,Theatre,Mumbai,Telugu,712,400,5,380.0,47,0.07,17860.0
2024-01-07,E005,Sports,Delhi,Tamil,644,150,5,142.5,138,0.21,19665.0
2024-01-07,E006,Theatre,Chennai,Hindi,352,250,25,187.5,106,0.3,19875.0
2024-01-07,E009,Concert,Bangalore,Tamil,272,350,20,280.0,47,0.17,13160.0
2024-01-07,E014,Movie,Chennai,Telugu,1131,150,0,150.0,142,0.13,21300.0
2024-01-07,E015,Concert,Bangalore,Tamil,419,150,25,112.5,105,0.25,11812.5
2024-01-07,E018,Concert,Chennai,English,1189,400,20,320.0,198,0.17,63360.0
2024-01-08,E005,Sports,Delhi,Tamil,644,350,15,297.5,32,0.05,9520.0
2024-01-08,E007,Movie,Bangalore,Hindi,490,500,5,475.0,82,0.17,38950.0
2024-01-08,E009,Concert,Bangalore,Tamil,272,250,15,212.5,123,0.45,26137.5
2024-01-08,E010,Sports,Mumbai,English,904,250,15,212.5,135,0.15,28687.5
2024-01-08,E011,Movie,Chennai,Telugu,804,350,15,297.5,66,0.08,19635.0
2024-01-08,E013,Movie,Chennai,Telugu,959,150,0,150.0,38,0.04,5700.0
2024-01-08,E015,Concert,Bangalore,Tamil,419,400,20,320.0,68,0.16,21760.0
2024-01-08,E016,Concert,Bangalore,Tamil,716,400,20,320.0,104,0.15,33280.0
2024-01-08,E017,Sports,Pune,Tamil,486,400,5,380.0,93,0.19,35340.0
2024-01-08,E024,Theatre,Bangalore,Tamil,1016,400,20,320.0,98,0.1,31360.0
2024-01-09,E011,Movie,Chennai,Telugu,804,500,15,425.0,74,0.09,31450.0
2024-01-09,E015,Concert,Bangalore,Tamil,419,350,10,315.0,79,0.19,24885.0
2024-01-09,E020,Stand-up,Chennai,Tamil,403,250,10,225.0,84,0.21,18900.0
2024-01-09,E024,Theatre,Bangalore,Tamil,1016,200,0,200.0,51,0.05,10200.0
2024-01-10,E001,Theatre,Pune,Tamil,411,400,25,300.0,99,0.24,29700.0
2024-01-10,E012,Theatre,Delhi,English,1003,400,5,380.0,45,0.04,17100.0
2024-01-10,E019,Concert,Delhi,Tamil,1146,500,25,375.0,118,0.1,44250.0
2024-01-11,E003,Stand-up,Delhi,Hindi,367,300,25,225.0,65,0.18,14625.0
2024-01-11,E007,Movie,Bangalore,Hindi,490,400,0,400.0,94,0.19,37600.0
2024-01-11,E014,Movie,Chennai,Telugu,1131,250,25,187.5,45,0.04,8437.5
2024-01-11,E014,Movie,Chennai,Telugu,1131,150,10,135.0,56,0.05,7560.0
2024-01-11,E017,Sports,Pune,Tamil,486,200,25,150.0,137,0.28,20550.0
2024-01-11,E023,Sports,Hyderabad,Telugu,509,150,10,135.0,137,0.27,18495.0
2024-01-12,E002,Theatre,Pune,Hindi,545,200,10,180.0,142,0.26,25560.0
2024-01-12,E009,Concert,Bangalore,Tamil,272,250,15,212.5,96,0.35,20400.0
2024-01-12,E012,Theatre,Delhi,English,1003,500,10,450.0,113,0.11,50850.0
2024-01-12,E014,Movie,Chennai,Telugu,1131,300,5,285.0,147,0.13,41895.0
2024-01-12,E017,Sports,Pune,Tamil,486,300,10,270.0,78,0.16,21060.0
2024-01-12,E024,Theatre,Bangalore,Tamil,1016,300,10,270.0,113,0.11,30510.0
2024-01-12,E025,Theatre,Bangalore,Hindi,674,400,5,380.0,156,0.23,59280.0
2024-01-13,E014,Movie,Chennai,Telugu,1131,250,15,212.5,70,0.06,14875.0
2024-01-13,E016,Concert,Bangalore,Tamil,716,400,0,400.0,38,0.05,15200.0
2024-01-13,E018,Concert,Chennai,English,1189,200,25,150.0,72,0.06,10800.0
2024-01-13,E022,Sports,Pune,English,1044,400,25,300.0,83,0.08,24900.0
2024-01-13,E023,Sports,Hyderabad,Telugu,509,350,0,350.0,45,0.09,15750.0
2024-01-13,E024,Theatre,Bangalore,Tamil,1016,200,20,160.0,110,0.11,17600.0
2024-01-14,E004,Theatre,Mumbai,Telugu,712,350,0,350.0,113,0.16,39550.0
2024-01-14,E009,Concert,Bangalore,Tamil,272,350,10,315.0,61,0.22,19215.0
2024-01-14,E010,Sports,Mumbai,English,904,400,5,380.0,83,0.09,31540.0
2024-01-14,E024,Theatre,Bangalore,Tamil,1016,200,20,160.0,47,0.05,7520.0
2024-01-14,E024,Theatre,Bangalore,Tamil,1016,250,10,225.0,159,0.16,35775.0
2024-01-15,E002,Theatre,Pune,Hindi,545,200,0,200.0,114,0.21,22800.0
2024-01-15,E003,Stand-up,Delhi,Hindi,367,400,0,400.0,96,0.26,38400.0
2024-01-15,E005,Sports,Delhi,Tamil,644,350,20,280.0,135,0.21,37800.0
2024-01-15,E010,Sports,Mumbai,English,904,400,5,380.0,102,0.11,38760.0
2024-01-15,E017,Sports,Pune,Tamil,486,300,0,300.0,81,0.17,24300.0
2024-01-15,E019,Concert,Delhi,Tamil,1146,150,20,120.0,58,0.05,6960.0
2024-01-16,E001,Theatre,Pune,Tamil,411,350,5,332.5,78,0.19,25935.0
2024-01-16,E001,Theatre,Pune,Tamil,411,350,10,315.0,98,0.24,30870.0
2024-01-16,E002,Theatre,Pune,Hindi,545,400,25,300.0,111,0.2,33300.0
2024-01-16,E009,Concert,Bangalore,Tamil,272,250,5,237.5,61,0.22,14487.5
2024-01-16,E012,Theatre,Delhi,English,1003,200,25,150.0,99,0.1,14850.0
2024-01-16,E016,Concert,Bangalore,Tamil,716,250,10,225.0,113,0.16,25425.0
2024-01-16,E022,Sports,Pune,English,1044,400,20,320.0,127,0.12,40640.0
2024-01-16,E022,Sports,Pune,English,1044,150,0,150.0,136,0.13,20400.0
2024-01-17,E001,Theatre,Pune,Tamil,411,350,20,280.0,36,0.09,10080.0
2024-01-17,E005,Sports,Delhi,Tamil,644,200,20,160.0,66,0.1,10560.0
2024-01-17,E014,Movie,Chennai,Telugu,1131,500,20,400.0,50,0.04,20000.0
2024-01-17,E022,Sports,Pune,English,1044,250,0,250.0,78,0.07,19500.0
2024-01-17,E023,Sports,Hyderabad,Telugu,509,250,10,225.0,28,0.06,6300.0
2024-01-18,E005,Sports,Delhi,Tamil,644,300,10,270.0,39,0.06,10530.0
2024-01-18,E013,Movie,Chennai,Telugu,959,200,0,200.0,42,0.04,8400.0
2024-01-18,E023,Sports,Hyderabad,Telugu,509,350,15,297.5,143,0.28,42542.5
2024-01-18,E024,Theatre,Bangalore,Tamil,1016,300,5,285.0,40,0.04,11400.0
2024-01-18,E025,Theatre,Bangalore,Hindi,674,150,5,142.5,53,0.08,7552.5
2024-01-19,E010,Sports,Mumbai,English,904,400,10,360.0,112,0.12,40320.0
2024-01-19,E012,Theatre,Delhi,English,1003,400,25,300.0,46,0.05,13800.0
2024-01-19,E013,Movie,Chennai,Telugu,959,400,20,320.0,105,0.11,33600.0
2024-01-19,E018,Concert,Chennai,English,1189,400,5,380.0,98,0.08,37240.0
2024-01-19,E025,Theatre,Bangalore,Hindi,674,400,25,300.0,103,0.15,30900.0
2024-01-20,E003,Stand-up,Delhi,Hindi,367,250,0,250.0,42,0.11,10500.0
2024-01-20,E004,Theatre,Mumbai,Telugu,712,500,15,425.0,120,0.17,51000.0
2024-01-20,E005,Sports,Delhi,Tamil,644,150,5,142.5,192,0.3,27360.0
2024-01-20,E008,Movie,Pune,Telugu,694,300,25,225.0,105,0.15,23625.0
2024-01-20,E011,Movie,Chennai,Telugu,804,200,20,160.0,162,0.2,25920.0
2024-01-20,E011,Movie,Chennai,Telugu,804,150,5,142.5,151,0.19,21517.5
2024-01-21,E013,Movie,Chennai,Telugu,959,250,20,200.0,165,0.17,33000.0
2024-01-21,E020,Stand-up,Chennai,Tamil,403,150,15,127.5,44,0.11,5610.0
2024-01-21,E020,Stand-up,Chennai,Tamil,403,400,20,320.0,147,0.36,47040.0
2024-01-22,E003,Stand-up,Delhi,Hindi,367,250,25,187.5,114,0.31,21375.0
